file,mean H,mean S,mean V,pleasure,arousal,dominance,c_H_1,c_H_2,c_H_3,c_S_1,c_S_2,c_S_3,c_V_1,c_V_2,c_V_3,Sum_H,Sum_S,Sum_V
abstract_0031.jpg,104.103066,103.844749,103.572733,94.311031,30.199302,111.945597,762.539063,0.440104,35.087240,761.871094,0.095052,34.659505,759.695313,0.356771,34.631510,798.066406,796.625651,794.683594
abstract_0032.jpg,160.701903,161.585624,163.665257,148.477865,46.215144,176.092995,1364.200000,-0.155556,-39.257703,1349.666667,-0.280556,-28.218487,1353.458333,-0.188889,-21.754902,1324.786741,1321.167624,1331.514542
abstract_0033.jpg,113.270396,113.496503,113.134421,103.031981,33.026232,122.301041,924.032407,2.489198,-9.650463,925.254630,1.507716,-9.406636,921.537037,1.033951,-9.929012,916.871142,917.355710,912.641975
abstract_0034.jpg,105.502924,105.267706,104.094867,94.984353,30.891215,112.797765,885.069231,0.082051,-18.846253,882.807692,0.389744,-18.559432,874.896154,0.496154,-19.145349,866.305029,864.638004,856.246959
abstract_0035.jpg,92.588589,92.763514,93.675676,85.044189,26.618649,100.877838,998.504464,-0.165179,-129.479730,1001.263393,0.183036,-130.066817,1011.633929,-0.327381,-131.657658,868.859556,871.379612,879.648890
abstract_0036.jpg,64.849351,64.973160,65.195671,59.279108,18.773238,70.340121,652.561224,-0.309524,-66.414089,654.005102,-0.433673,-66.612543,656.602041,-0.394558,-66.998282,585.837611,586.958886,589.209201
abstract_0037.jpg,137.004386,136.880702,136.661404,124.410123,39.763386,147.664491,1143.432292,1.057292,-23.577193,1139.411458,0.980903,-22.085965,1131.671875,0.331597,-19.155263,1120.912390,1118.306396,1112.848209
abstract_0038.jpg,94.554136,92.215937,92.484793,84.102013,26.659276,99.797543,811.413043,-0.292271,-28.029197,794.782609,-1.594203,-28.886253,792.920290,2.256039,-26.671533,783.091576,764.302153,768.504796
abstract_0039.jpg,119.955387,119.604377,119.477273,108.752281,34.724672,129.076128,1152.390000,-1.596667,-97.111111,1150.580000,-2.343333,-97.385522,1151.555000,-0.105000,-99.151515,1053.682222,1050.851145,1052.298485
abstract_0040.jpg,58.766308,60.666667,61.934767,56.081656,17.200222,66.483756,563.711864,2.649718,-49.928775,572.644068,0.161017,-47.259259,580.466102,2.237288,-45.793447,516.432807,525.545825,536.909943
abstract_0041.jpg,148.949813,148.976030,148.868914,135.494277,43.236255,160.812704,1372.223214,0.500000,-90.456845,1372.968750,0.724702,-90.807292,1372.446429,0.979167,-91.074405,1282.266369,1282.886161,1282.351190
abstract_0042.jpg,62.484925,62.717755,62.925461,57.216474,18.123760,67.893032,631.770000,1.443333,-66.565000,628.585000,1.508333,-63.934167,625.010000,2.416667,-60.845000,566.648333,566.159167,566.581667
abstract_0043.jpg,107.500747,106.985052,107.221973,97.519873,30.952220,115.723916,1063.919643,1.261905,-103.144345,1059.776786,1.119048,-103.450893,1057.767857,0.002976,-101.110119,962.037202,957.444940,956.660714
abstract_0044.jpg,55.671151,55.254858,54.147235,49.517661,16.367272,58.833453,463.441964,0.159226,-8.573661,456.955357,0.297619,-7.349702,449.620536,0.132440,-8.055804,455.027530,449.903274,441.697173
abstract_0045.jpg,115.324237,114.361274,113.568551,103.521780,33.410513,122.907706,889.026923,-0.993590,16.470930,884.830769,-1.456410,15.475452,880.888462,-1.055128,14.724160,904.504264,898.849811,894.557494
abstract_0046.jpg,90.849224,90.809313,90.393939,82.349867,26.463466,97.758374,1054.710526,-0.035088,-164.199115,1054.473684,0.040936,-164.162242,1052.008772,0.043860,-164.573746,890.476324,890.352378,887.478885
abstract_0047.jpg,129.630563,129.345088,129.007557,117.471134,37.614710,139.436171,1176.075000,0.808333,-68.762500,1172.950000,-0.290000,-68.428333,1168.160000,-0.810000,-67.403333,1108.120833,1104.231667,1099.946667
abstract_0048.jpg,84.506637,84.419617,84.491888,76.871718,24.459285,91.228112,879.548246,0.387427,-101.292035,877.078947,0.228070,-100.351770,875.912281,0.093567,-99.468289,778.643637,776.955248,776.537559
abstract_0049.jpg,117.049217,117.109620,117.162565,106.606286,33.945377,126.518628,1006.968750,-0.302083,-35.417411,1006.022321,-0.290179,-34.729911,1005.857143,-0.354167,-34.440476,971.249256,971.002232,971.062500
abstract_0050.jpg,156.428969,156.237697,156.053853,142.049452,45.365924,168.596992,1258.233333,0.781481,-3.250000,1256.383333,0.279630,-3.197222,1252.638889,0.175926,-1.869444,1255.764815,1253.465741,1250.945370
abstract_0051.jpg,99.557390,99.533805,99.354560,90.452083,28.920369,107.360283,1007.702830,2.199686,-105.164308,1007.523585,2.488994,-104.911164,1006.297170,1.853774,-104.879717,904.738208,905.101415,903.271226
abstract_0052.jpg,114.393939,114.289177,114.325541,104.028242,33.132589,123.459948,949.051020,-1.166667,-16.156357,960.158163,-1.994898,-23.274055,973.688776,-2.331633,-30.229381,931.727996,934.889210,941.127761
abstract_0053.jpg,81.860274,81.702283,81.707763,74.352858,23.691963,88.242630,642.505435,-0.070652,5.278080,642.239130,0.072464,5.028986,642.880435,0.612319,4.867754,647.712862,647.340580,648.360507
abstract_0054.jpg,81.641948,82.006742,81.928090,74.571865,23.806337,88.507506,813.214286,0.068452,-79.797619,818.781250,0.147321,-80.963542,822.263393,0.447917,-83.002232,733.485119,737.965030,739.709077
abstract_0055.jpg,92.841163,90.862789,90.395973,82.363035,26.494922,97.777032,915.066964,-2.665179,-85.817708,894.272321,-1.864583,-82.863839,884.544643,2.372024,-79.531250,826.584077,809.543899,807.385417
abstract_0056.jpg,125.073222,125.094840,124.816597,113.644317,36.363759,134.890962,1067.683333,-0.027778,-32.677778,1066.162500,0.351389,-32.265972,1065.975000,0.094444,-33.454167,1034.977778,1034.247917,1032.615278
abstract_0057.jpg,63.497390,63.694258,61.793438,56.650209,19.060589,67.345175,525.089286,0.252976,-10.357143,511.821429,-0.333333,-1.529762,496.486607,0.501488,1.040923,514.985119,509.958333,498.029018
abstract_0058.jpg,52.928412,49.586130,48.856823,44.620157,14.606063,52.998747,466.250000,0.071429,-21.863095,416.352679,-0.272321,-9.984375,403.397321,-0.968750,-5.429315,444.458333,406.095982,396.999256
abstract_0059.jpg,118.998509,118.773304,119.082028,108.296726,34.348553,128.509799,984.459821,0.049107,-17.136161,984.098214,-0.601190,-17.781250,988.883929,-0.556548,-19.105655,967.372768,965.715774,969.221726
abstract_0060.jpg,102.821059,102.536176,102.345607,93.176428,29.794567,110.594238,870.500000,-1.369231,-24.580749,872.103846,-0.191026,-27.791344,871.303846,1.101282,-27.704780,844.550020,844.121477,844.700348
abstract_0061.jpg,124.757519,124.902882,125.050125,113.763221,36.176190,135.007018,1154.164179,-1.629353,-77.498747,1155.828358,-2.057214,-78.184837,1159.022388,-2.124378,-79.467419,1075.036079,1075.586307,1077.430591
abstract_0062.jpg,85.721014,85.726449,85.736413,78.017944,24.857582,92.592138,965.804348,-0.224638,-140.173913,965.869565,-0.159420,-140.173913,966.385870,-0.190217,-140.401268,825.405797,825.536232,825.794384
abstract_0063.jpg,112.962547,113.154307,113.465918,103.185431,32.718150,122.443476,900.089286,0.434524,1.607143,900.223214,0.508929,2.081845,901.691964,0.537202,2.521577,902.130952,902.813988,904.750744
abstract_0064.jpg,93.277347,93.153316,93.038760,84.690474,27.049974,100.518519,1013.801020,0.267007,-134.107388,1012.877551,0.105442,-134.041237,1010.974490,-0.181973,-133.445876,879.960639,878.941756,877.346641
abstract_0065.jpg,73.836342,73.198556,72.136582,65.877924,21.556793,78.247341,701.053571,-1.677381,-54.217626,688.814286,-1.921429,-50.886091,677.646429,-2.979762,-50.250000,645.158565,636.006766,624.416667
abstract_0066.jpg,98.223084,97.917313,97.521102,88.831370,28.518846,105.449578,910.209184,-0.192177,-62.714777,907.204082,0.003401,-62.334192,903.826531,-0.129252,-62.227663,847.302230,844.873291,841.469616
abstract_0067.jpg,112.844055,112.662118,112.716699,102.560188,32.655094,121.716569,899.580769,0.701282,1.122093,901.357692,0.206410,0.361111,902.611538,-0.326923,0.499354,901.404144,901.925214,902.783969
abstract_0068.jpg,97.939929,97.895171,97.651355,88.916372,28.465183,105.541484,794.073944,0.883803,-6.141432,793.992958,0.854460,-6.564554,794.052817,0.073944,-7.677817,788.816315,788.282864,786.448944
abstract_0069.jpg,93.374081,94.089512,96.727455,87.441637,26.468196,103.621510,785.706349,1.822751,-20.070667,793.250000,0.522487,-21.076667,811.440476,-0.059524,-19.490667,767.458434,772.695820,791.890286
abstract_0070.jpg,126.504431,125.162918,124.444444,113.402509,36.519973,134.629911,1066.750000,-2.897849,-26.085366,1063.233871,-3.505376,-29.833333,1065.673387,-2.579301,-34.226965,1037.766785,1029.895161,1028.867121
abstract_0072.jpg,78.267453,78.104228,78.614553,71.426971,22.492026,84.740413,740.738372,-1.149225,-55.748039,739.430233,-1.197674,-55.627451,744.965116,-0.728682,-56.202941,683.841108,682.605107,688.033493
abstract_0073.jpg,64.743775,61.008032,59.408835,54.413863,18.188080,64.673285,680.259615,-0.820513,-80.966346,631.557692,-0.044872,-71.467949,612.403846,0.163462,-68.352564,598.472756,560.044872,544.214744
abstract_0074.jpg,108.517500,108.317500,108.001667,98.351000,31.509983,116.742867,1100.720000,-1.173333,-116.636667,1099.520000,0.110000,-115.966667,1093.080000,-0.870000,-114.583333,982.910000,983.663333,977.626667
abstract_0075.jpg,128.032975,127.502509,127.850179,116.267176,36.867950,137.966939,1027.529661,0.072034,-2.533476,1028.266949,0.066384,-5.019231,1027.008475,0.025424,-2.870370,1025.068219,1023.314103,1024.163528
abstract_0076.jpg,83.269162,83.318182,82.565954,75.300508,24.395463,89.411943,859.787234,0.677305,-96.918440,860.867021,0.285461,-97.215426,852.707447,0.090426,-96.128546,763.546099,763.937057,756.669326
abstract_0077.jpg,93.601266,93.497187,91.594233,83.769402,27.704100,99.530717,1029.795833,-0.229167,-141.719188,1030.766667,-0.022222,-141.700280,1006.925000,0.625000,-137.082633,887.847479,889.044164,870.467367
abstract_0078.jpg,97.636937,97.551351,97.920721,89.026595,28.175387,105.636180,1026.962766,-1.203901,-122.226703,1027.542553,-0.840426,-122.134409,1030.638298,-0.656028,-122.458781,903.532163,904.567719,907.523488
abstract_0079.jpg,118.642538,116.644325,115.013405,105.021001,34.332440,124.736372,1079.010638,-2.000000,-64.629433,1067.563830,-2.014184,-66.991135,1057.058511,-1.671986,-68.850177,1012.381206,998.558511,986.536348
abstract_0080.jpg,94.747566,94.734831,95.387266,86.658876,27.270846,102.809468,902.209821,0.986607,-72.052827,901.866071,0.898810,-71.918155,905.196429,1.482143,-70.178571,831.143601,830.846726,836.500000
abstract_0081.jpg,75.861658,75.734049,76.245081,69.270596,21.804454,82.181157,910.228571,-1.695238,-151.704762,908.700000,-2.990476,-151.450000,914.821429,-2.116667,-152.470238,756.828571,754.259524,760.234524
abstract_0082.jpg,39.904014,39.784468,39.667539,36.123185,11.573743,42.878360,322.973958,0.105903,-2.006076,323.182292,0.064236,-2.582465,323.838542,0.019097,-3.337674,321.073785,320.664063,320.519965
abstract_0083.jpg,128.174924,127.928440,128.084404,116.522495,37.050899,138.281248,1045.688406,4.502415,-13.319951,1041.460145,3.501208,-10.490876,1039.742754,4.740338,-9.295012,1036.870870,1034.470477,1035.188080
abstract_0084.jpg,97.662490,98.638262,98.280702,89.514102,28.715940,106.257577,646.675000,-0.275000,66.240833,652.800000,-0.970000,66.300000,651.885000,-2.605000,65.472500,712.640833,718.130000,714.752500
abstract_0085.jpg,130.728584,131.415606,132.800679,120.543902,37.681154,142.981510,1288.225000,0.095000,-122.721380,1291.330000,-0.093333,-121.829966,1296.470000,-0.386667,-119.829966,1165.598620,1169.406700,1176.253367
abstract_0086.jpg,121.705357,121.767113,121.958333,110.940015,35.253185,131.653810,1160.955357,0.791667,-93.441964,1161.611607,0.563988,-93.372768,1163.102679,0.388393,-93.421875,1068.305060,1068.802827,1070.069196
abstract_0087.jpg,111.196498,111.190661,110.887808,100.974533,32.339176,119.855746,1150.196154,-0.003846,-130.167313,1150.165385,0.008974,-130.187984,1148.338462,-0.005128,-130.483204,1020.024995,1019.986374,1017.850129
abstract_0088.jpg,89.358271,88.932668,66.992519,65.790025,32.591920,79.372768,542.137255,-7.650327,90.316832,541.406863,-0.779412,88.499175,408.563725,-1.380719,60.730198,624.803760,629.126626,467.913205
abstract_0089.jpg,83.528345,85.027211,86.006047,78.050159,24.354452,92.573303,660.241071,-0.250000,3.370871,690.138393,0.186012,-5.116366,709.111607,0.668155,-10.277027,663.361942,685.208038,699.502735
abstract_0090.jpg,75.740492,75.997763,73.578673,67.488792,22.789269,80.239075,825.049107,1.739583,-109.865327,826.937500,1.226190,-109.715774,807.236607,0.953869,-109.613839,716.923363,718.447917,698.576637
abstract_0091.jpg,145.798026,146.072893,146.388762,133.144282,42.263219,157.998785,1333.600000,-0.203030,-84.057576,1336.450000,-0.101515,-83.829545,1338.268182,-0.434848,-83.296212,1249.339394,1252.518939,1254.537121
abstract_0092.jpg,139.816799,139.201058,137.767857,125.684054,40.812599,149.247910,1120.992063,-1.137566,-1.667989,1113.702381,-1.165344,-0.484788,1100.301587,-1.312169,0.526455,1118.186508,1112.052249,1099.515873
abstract_0093.jpg,128.158630,127.787561,126.585604,115.457331,37.430999,137.097079,1215.158333,-1.530556,-94.818056,1214.050000,-1.286111,-96.075000,1207.266667,-0.147222,-97.483333,1118.809722,1116.688889,1109.636111
abstract_0094.jpg,99.503858,99.762346,99.715278,90.751258,28.945671,107.707562,858.828704,-0.356481,-32.236883,861.805556,0.333333,-32.300926,862.893519,-0.770062,-32.448302,826.235340,829.837963,829.675154
abstract_0095.jpg,68.575690,74.195377,77.350485,69.694817,20.538576,82.528889,652.736607,0.888393,-52.069196,723.089286,-0.252976,-64.857143,764.397321,0.388393,-72.878720,601.555804,657.979167,691.906994
abstract_0096.jpg,78.430348,77.974295,75.566335,69.295116,23.359013,82.382189,574.220588,-1.874183,27.586634,584.897059,-5.102941,23.258251,582.117647,-4.490196,13.495050,599.933039,603.052368,591.122500
abstract_0097.jpg,91.594350,89.502825,84.310734,77.865028,27.565367,92.717062,1000.831081,0.155405,-134.084459,974.986486,-0.315315,-129.668919,910.256757,-2.774775,-117.912162,866.902027,845.002252,789.569820
abstract_0098.jpg,120.118615,119.698701,120.693506,109.612234,34.404234,130.030649,927.433673,-6.566327,12.071306,931.867347,-6.761905,10.335052,940.346939,-5.826531,9.742268,932.938653,935.440494,944.262676
abstract_0099.jpg,108.993003,107.737913,107.652036,97.982246,31.270617,116.291679,927.469697,-1.287879,-27.486005,919.890152,-0.077020,-28.480280,919.545455,-0.719697,-29.031807,898.695813,891.332851,889.793951
abstract_0100.jpg,170.494515,170.683544,170.706329,155.337747,49.491165,184.355544,1360.845000,0.065000,1.817340,1360.845000,-0.538333,2.475589,1359.190000,0.073333,3.186027,1362.727340,1362.782256,1362.449360
abstract_0101.jpg,86.567736,86.557041,85.523173,78.053538,25.422041,92.695865,644.058511,0.242908,25.415780,643.686170,-0.434397,24.977837,639.861702,-1.010638,22.370567,669.717199,668.229610,661.221631
abstract_0102.jpg,99.403270,99.438692,98.623978,89.927057,29.089782,106.774605,821.646739,0.777174,-13.901268,824.608696,1.601449,-16.094203,824.114130,1.820652,-18.265399,808.522645,810.115942,807.669384
abstract_0103.jpg,103.164729,103.439922,103.138243,93.922171,30.091098,111.485840,1098.119231,1.280769,-134.254522,1099.623077,0.535897,-133.714470,1097.000000,-0.094872,-135.207364,965.145478,966.444504,961.697764
abstract_0104.jpg,130.845059,131.650754,130.072027,118.712864,38.668124,140.982982,1018.170000,-1.943333,14.001667,1012.970000,-2.356667,19.805000,998.260000,-0.943333,21.383333,1030.228333,1030.418333,1018.700000
abstract_0105.jpg,128.496063,129.461286,131.261811,119.052133,36.985610,141.186588,986.941406,1.821615,18.694226,991.890625,0.427083,19.764436,1002.269531,-0.212240,21.208005,1007.457247,1012.082144,1023.265297
abstract_0106.jpg,75.971093,76.533875,77.130081,70.057209,22.010000,83.109702,706.835106,0.679078,-49.681900,712.739362,0.891844,-51.533154,718.000000,-0.648936,-51.584229,657.832285,662.098052,665.766834
abstract_0107.jpg,102.295471,103.117298,102.566444,93.456652,30.074781,110.948033,1043.289474,3.713450,-113.918879,1054.754386,1.795322,-116.696165,1058.241228,2.858187,-120.807522,933.084045,939.853542,940.291893
abstract_0108.jpg,80.365591,79.575682,79.562448,72.404739,23.081050,85.931679,716.387255,-0.455882,-38.251650,713.426471,-0.717320,-39.685644,712.098039,0.323529,-38.590759,677.679722,673.023507,673.830810
abstract_0109.jpg,117.474273,116.705444,116.603281,106.131462,33.876249,125.964236,1069.281250,1.117560,-64.859375,1056.633929,0.648810,-61.626488,1050.178571,0.452381,-58.877976,1005.539435,995.656250,991.752976
abstract_0110.jpg,80.520507,79.396719,78.680835,71.757054,23.246972,85.204385,669.424107,-0.947917,-13.118304,662.437500,-1.693452,-15.602679,656.852679,0.284226,-13.320685,655.357887,645.141369,643.816220
abstract_0111.jpg,139.555556,139.040799,138.599826,126.222856,40.458533,149.828924,1173.953125,-0.338542,-28.259549,1171.140625,-1.178819,-28.627604,1170.765625,-0.883681,-30.124132,1145.355035,1141.334201,1139.757813
abstract_0112.jpg,93.865019,92.548796,92.782003,84.380317,26.766857,100.129937,792.515152,-0.631313,-20.727273,767.878788,-0.603535,-13.954545,763.594697,-0.852273,-10.796086,771.156566,753.320707,751.946338
abstract_0113.jpg,85.029810,84.623306,84.308040,76.789675,24.638491,91.153568,774.601064,-2.728723,-43.692652,769.909574,-2.448582,-42.755376,768.553191,-3.014184,-42.516129,728.179688,724.705617,723.022878
abstract_0114.jpg,96.996198,96.993663,97.119138,88.350811,28.089265,104.848517,862.837121,-0.766414,-43.392045,860.178030,-0.536616,-42.009470,861.348485,-0.590909,-42.335859,818.678662,817.631944,818.421717
abstract_0115.jpg,98.957096,98.952145,99.216172,90.228630,28.614274,107.068977,1020.225490,-0.330065,-114.402640,1019.049020,0.369281,-113.714521,1018.764706,0.843137,-112.472772,905.492785,905.703779,907.135071
abstract_0116.jpg,130.331556,130.309333,130.341333,118.603573,37.779787,140.758400,1285.377660,0.157801,-121.240248,1284.143617,0.186170,-120.718972,1283.808511,0.276596,-120.432624,1164.295213,1163.610816,1163.652482
abstract_0117.jpg,73.296099,73.539894,73.918440,67.182500,21.209220,79.710780,677.404255,0.457447,-45.368794,680.340426,0.088652,-46.070922,682.718085,-0.104610,-45.687057,632.492908,634.358156,636.926418
abstract_0118.jpg,148.726898,149.402640,152.929868,138.390190,42.233325,164.035545,1191.455882,-0.763072,-1.928218,1198.318627,-1.566993,-2.882013,1223.357843,-2.178105,-1.648515,1188.764593,1193.869621,1219.531224
abstract_0119.jpg,127.231237,126.651792,125.203516,114.253820,37.177985,135.683245,1106.975806,1.830645,-45.278226,1102.020161,1.493280,-45.320565,1091.911290,1.583333,-45.918011,1063.528226,1058.192876,1047.576613
abstract_0120.jpg,97.345455,98.732323,98.579798,89.741172,28.679657,106.514990,871.065476,2.744048,-46.195783,877.446429,3.259921,-43.005020,874.851190,1.041667,-44.762048,827.613741,837.701329,831.130809
abstract_0121.jpg,115.132489,115.752743,116.037131,105.531224,33.480135,125.229097,845.320000,0.540000,35.410774,850.765000,0.248333,36.058923,856.755000,0.668333,34.686027,881.270774,887.072256,892.109360
abstract_0122.jpg,124.702517,124.786423,124.961861,113.676697,36.133677,134.902670,1209.263636,0.915152,-105.640909,1210.977273,0.689394,-106.223485,1212.036364,0.700000,-106.093939,1104.537879,1105.443182,1106.642424
abstract_0123.jpg,89.530069,89.477663,89.241409,81.261658,26.021761,96.456323,803.357143,-0.006803,-42.344502,803.403061,-0.175170,-42.601375,802.000000,-0.193878,-42.762887,761.005838,760.626517,759.043236
abstract_0124.jpg,133.094755,132.142978,131.400169,119.737572,38.551734,142.149882,1112.315000,0.625000,-22.396465,1097.645000,-0.661667,-20.586700,1086.820000,-0.376667,-19.373737,1090.543535,1076.396633,1067.069596
abstract_0125.jpg,76.338481,74.934363,76.326255,69.150676,21.299479,81.986950,610.242308,0.760256,-0.683974,590.042308,1.437179,3.236538,587.896154,-0.821795,11.873718,610.318590,594.716026,598.948077
abstract_0126.jpg,125.469357,126.134529,128.226457,116.225852,35.930516,137.815157,888.794643,-0.291667,57.680060,877.000000,-0.077381,66.038690,867.410714,-0.172619,79.154762,946.183036,942.961310,946.392857
abstract_0127.jpg,75.175676,75.193050,74.548263,67.980772,22.005869,80.718456,751.730769,-0.117949,-75.644872,753.373077,-0.416667,-75.741667,749.219231,-0.960256,-76.603205,675.967949,677.214744,671.655769
abstract_0128.jpg,122.151973,119.550798,118.662469,108.178279,34.945113,128.439731,832.410000,-3.120000,68.968333,820.310000,-4.456667,66.705000,820.875000,-4.185000,64.507500,898.258333,882.558333,881.197500
abstract_0129.jpg,125.675676,125.519247,125.164619,113.977821,36.510516,135.291269,1216.009804,-0.771242,-105.318627,1213.191176,-0.191176,-104.979575,1209.612745,-0.021242,-104.357026,1109.919935,1108.020425,1105.234477
abstract_0130.jpg,148.069630,147.958519,148.278519,134.863052,42.808770,160.038400,1311.096491,-1.578947,-63.564897,1306.964912,-0.228070,-62.532448,1311.973684,-0.716374,-63.898230,1245.952647,1244.204394,1247.359080
abstract_0131.jpg,118.973597,117.023574,115.413013,105.380165,34.436110,125.161433,979.893258,1.279026,-14.065443,969.365169,2.314607,-17.005650,962.626404,1.997191,-19.543315,967.106842,954.674126,945.080281
